,Pressure,Relative Humidity,Temperature
0,979.65,89.0,23.990000000000002
1,978.95,88.05,23.990000000000002
2,978.65,88.19999999999999,23.595
3,979.55,88.6,23.049999999999997
4,979.55,90.55000000000001,21.975
5,979.75,93.5,22.21
6,979.4,93.69999999999999,22.455
7,979.25,92.25,23.34
8,979.05,86.9,25.729999999999997
9,978.7,78.25,27.42
10,978.4,72.30000000000001,29.93
11,978.05,66.55,31.715
12,977.05,62.8,33.345
13,975.95,57.95,33.94
14,975.2,53.8,36.135000000000005
15,974.45,51.05,35.545
16,974.1500000000001,52.35,34.93
17,974.0,54.45,34.004999999999995
18,974.5999999999999,57.75,32.385000000000005
19,975.75,60.7,29.990000000000002
20,976.3,63.55,29.1
21,976.6500000000001,66.35,28.52
22,978.0,69.0,28.075000000000003
23,979.45,76.44999999999999,23.48
24,978.15,90.45,22.23
25,978.75,91.0,22.37
26,977.85,91.85,22.104999999999997
27,976.8,91.6,21.82
28,977.25,92.4,21.939999999999998
29,977.65,92.7,21.715
30,978.2,93.6,21.735
31,978.75,91.35,23.765
32,979.45,79.85,27.285
33,979.3499999999999,75.6,28.494999999999997
34,979.0,73.3,29.880000000000003
35,978.65,69.25,31.549999999999997
36,977.7,64.85,32.41
37,976.65,59.1,34.245
38,975.7,57.65,34.55
39,974.95,58.400000000000006,34.85
40,974.3499999999999,58.45,34.125
41,974.65,59.7,29.245
42,975.35,65.7,27.68
43,977.25,70.80000000000001,26.655
44,976.6,69.6,24.305
45,977.95,68.15,25.44
46,978.8499999999999,70.15,25.255
47,978.3499999999999,73.05,24.854999999999997
48,977.95,75.9,24.085
49,977.8,80.5,23.52
50,977.4,85.75,23.085
51,977.3499999999999,87.55,22.92
52,977.45,88.25,22.695
53,977.9000000000001,88.35,22.765
54,978.3499999999999,89.80000000000001,22.6
55,978.7,88.3,24.04
56,979.35,87.25,25.5
57,980.1,85.3,27.675
58,979.9,78.95,30.255000000000003
59,979.35,71.15,31.395000000000003
60,978.5999999999999,66.3,32.225
61,977.55,63.6,33.69
62,976.5,62.55,33.21
63,975.55,58.599999999999994,33.864999999999995
64,974.8,57.65,33.955
65,974.7,59.35,32.894999999999996
66,975.9000000000001,61.8,31.945
67,976.95,68.30000000000001,30.545
68,978.0,72.15,29.98
69,978.35,76.25,27.115000000000002
70,978.5,74.1,26.145
71,979.1,76.05,25.395
72,979.1,78.9,24.665
73,978.5,79.7,24.005
74,977.65,81.5,23.555
75,977.25,82.5,23.065
76,977.25,84.9,22.525
77,977.25,85.7,22.585
78,977.65,89.1,22.43
79,978.25,92.5,23.785
80,978.9,91.1,26.22
81,979.1500000000001,81.35,29.130000000000003
82,978.85,75.1,30.22
83,978.15,69.0,31.769999999999996
84,976.95,61.95,33.480000000000004
85,975.85,57.95,34.575
86,974.8,55.3,34.55
87,974.0,55.5,34.955
88,973.3,56.900000000000006,34.085
89,972.9,59.95,32.96
90,973.55,64.1,31.565
91,974.9,68.05,30.695
92,975.75,70.75,29.865000000000002
93,976.95,71.9,29.805
94,977.5999999999999,74.7,29.015
95,979.7,80.2,22.805
96,979.7,94.5,20.82
97,979.2,95.25,20.935000000000002
98,978.2,95.30000000000001,21.15
99,977.9,94.6,21.39
100,977.45,94.25,21.46
101,978.05,96.25,20.865000000000002
102,979.1500000000001,97.1,21.22
103,979.95,96.9,22.560000000000002
104,980.55,94.4,24.835
105,981.15,89.25,25.84
106,981.0,85.69999999999999,27.325
107,980.35,78.2,29.58
108,979.55,73.6,30.08
109,978.0999999999999,68.85,31.485
110,976.9000000000001,65.4,32.629999999999995
111,976.2,60.65,32.975
112,976.1,62.55,32.19
113,976.0,65.95,30.9
114,976.5999999999999,68.30000000000001,29.53
115,977.3,72.1,28.33
116,978.4000000000001,77.1,27.815
117,978.85,78.6,27.625
118,979.6500000000001,79.75,27.134999999999998
119,979.9,83.5,26.28
120,979.05,85.8,25.71
121,979.0,86.55,25.42
122,978.7,88.25,25.055
123,978.2,91.3,24.53
124,978.4,93.69999999999999,24.04
125,978.55,95.2,23.82
126,979.3,96.1,23.75
127,979.75,94.9,24.845
128,980.2,86.30000000000001,26.77
129,980.75,78.8,28.285
130,980.8499999999999,71.65,30.32
131,980.45,65.85,31.895000000000003
132,979.25,60.95,33.51
133,978.2,58.05,33.875
134,977.0999999999999,54.849999999999994,34.879999999999995
135,976.15,54.3,35.25
136,976.05,55.95,34.11
137,976.35,59.5,32.64
138,976.9,65.45,30.85
139,977.65,70.05,29.955
140,978.5999999999999,72.6,29.240000000000002
141,979.45,75.25,28.93
142,979.9,77.44999999999999,28.185000000000002
143,979.8499999999999,81.05000000000001,27.605
144,979.6500000000001,85.15,26.72
145,979.5,88.6,25.965
146,979.05,90.85,25.43
147,978.95,93.15,25.015
148,978.75,93.35,24.8
149,979.15,93.7,24.765
150,979.9,92.6,25.075
151,980.5999999999999,90.25,25.77
152,981.45,87.15,26.62
153,981.9,83.35,27.53
154,981.35,78.15,29.605
155,981.0,72.5,31.17
156,980.3,68.95,31.78
157,979.05,65.25,33.295
158,977.7,60.6,33.885000000000005
159,976.7,60.599999999999994,33.39
160,975.95,60.2,33.585
161,975.9,63.05,32.55
162,976.9000000000001,66.75,31.229999999999997
163,978.15,70.0,30.62
164,979.3499999999999,77.15,25.174999999999997
165,979.55,80.2,25.439999999999998
166,980.8499999999999,81.69999999999999,23.810000000000002
167,983.8,96.5,21.52
168,982.45,98.65,21.33
169,981.0,99.15,21.485
170,981.2,99.2,21.674999999999997
171,979.9000000000001,99.25,21.9
172,979.35,99.4,21.57
173,979.3,99.3,21.45
174,980.3,99.15,21.65
175,980.75,98.69999999999999,22.45
176,981.5999999999999,96.65,24.22
177,981.95,88.1,26.134999999999998
178,982.3499999999999,81.5,27.235
179,981.75,75.75,29.34
180,980.75,68.05000000000001,31.055
181,979.5,63.3,31.985
182,978.25,60.45,33.425
183,977.5,56.7,33.349999999999994
184,977.1,53.2,33.629999999999995
185,977.2,57.0,32.23
186,978.0999999999999,70.75,29.78
187,978.85,77.55000000000001,28.564999999999998
188,979.3,79.9,27.8
189,979.75,81.3,26.785
190,980.1,83.15,25.985
191,980.1,84.4,25.560000000000002
192,979.8,84.69999999999999,25.185000000000002
193,979.0999999999999,86.7,24.88
194,978.75,88.80000000000001,24.53
195,978.6500000000001,90.75,23.93
196,978.55,92.65,23.784999999999997
197,978.8,93.6,23.630000000000003
198,979.45,94.05000000000001,23.59
199,979.95,92.1,25.185000000000002
200,980.55,85.8,26.57
201,980.8499999999999,78.85,29.28
202,980.8,71.55000000000001,30.89
203,980.2,61.95,32.705
204,979.25,56.85,33.730000000000004
205,978.35,51.8,34.825
206,977.3,48.7,35.825
207,976.4000000000001,46.849999999999994,36.05
208,975.75,45.0,36.08
209,975.8,51.05,33.925
210,976.2,59.5,32.095
211,977.2,65.35,30.775
212,977.55,66.85,30.104999999999997
213,978.3,67.8,29.265
214,979.1500000000001,72.7,28.62
215,978.7,75.94999999999999,27.700000000000003
216,978.0,78.65,26.5
217,977.8499999999999,78.69999999999999,25.33
218,977.5,81.95,24.775
219,977.2,82.30000000000001,24.415
220,977.4,83.15,23.740000000000002
221,977.8499999999999,84.6,23.17
222,978.0,85.9,23.4
223,978.9000000000001,86.6,24.314999999999998
224,979.8,85.8,26.060000000000002
225,980.3,81.4,28.22
226,980.3,75.45,29.155
227,980.0,69.85,30.86
228,979.25,66.1,32.435
229,978.3,63.1,32.44
230,977.05,61.4,33.265
231,976.3,59.05,34.125
232,975.75,57.95,33.68
233,975.6500000000001,59.85,32.41
234,976.35,65.7,30.655
235,977.35,70.85,29.625
236,978.0999999999999,74.80000000000001,28.740000000000002
237,978.75,75.7,28.875
238,979.2,77.95,27.95
239,979.1500000000001,85.05,26.634999999999998
240,978.65,88.25,25.975
241,978.15,89.85,25.6
242,977.55,90.55000000000001,25.235
243,977.2,91.95,24.835
244,977.45,92.55,24.775
245,977.75,93.35,24.625
246,978.35,94.05,24.740000000000002
247,978.75,93.25,25.685000000000002
248,979.25,88.75,27.36
249,979.9,82.65,28.36
250,980.2,81.45,28.335
251,979.5,80.5,29.0
252,978.75,75.05,30.9
253,977.5,69.69999999999999,32.615
254,976.5,65.35,32.625
255,975.65,63.349999999999994,32.95
256,975.1500000000001,61.400000000000006,32.114999999999995
257,975.35,66.1,31.195
258,975.65,72.9,29.72
259,977.55,71.69999999999999,28.0
260,978.65,76.6,26.29
261,978.9000000000001,81.44999999999999,24.759999999999998
262,979.25,84.95,24.665
263,980.45,86.85,24.595
264,980.55,88.4,24.825000000000003
265,978.85,89.75,24.22
266,977.5,91.35,23.68
267,977.15,92.0,23.255000000000003
268,976.7,91.94999999999999,23.255
269,976.9,92.4,23.06
270,977.3,93.19999999999999,22.72
271,977.8,92.75,24.025
272,978.5999999999999,85.85,26.07
273,979.05,78.9,28.32
274,978.75,74.94999999999999,29.655
275,978.35,71.6,31.104999999999997
276,977.45,64.7,32.99
277,976.3,56.25,33.94
278,975.35,51.15,35.22
279,974.75,47.0,36.485
280,974.25,48.7,35.45
281,974.3499999999999,53.849999999999994,33.34
282,975.55,64.05,28.16
283,978.7,94.6,21.295
284,980.15,98.15,21.355
285,980.75,98.80000000000001,21.43
286,981.05,99.05,21.39
287,981.2,97.25,22.29
288,981.45,94.45,22.035
289,979.55,94.55,22.345
290,977.7,92.5,22.67
291,977.95,92.4,22.310000000000002
292,978.3,92.55,22.61
293,979.1500000000001,94.44999999999999,21.815
294,980.3,96.69999999999999,21.619999999999997
295,980.8,95.1,22.85
296,981.45,92.8,23.73
297,981.8499999999999,84.45,27.740000000000002
298,981.65,71.2,29.325000000000003
299,981.0,70.25,29.055
300,980.15,70.44999999999999,28.880000000000003
301,979.05,72.7,28.95
302,978.4,72.4,29.240000000000002
303,977.9,69.75,29.78
304,977.3499999999999,69.5,29.615000000000002
305,976.95,71.1,29.54
306,977.5999999999999,75.8,27.91
307,978.55,81.9,26.87
308,979.45,86.25,25.865000000000002
309,980.3,87.80000000000001,25.564999999999998
310,980.6500000000001,88.65,25.439999999999998
311,980.55,90.0,25.11
312,980.05,90.6,24.845
313,979.55,91.15,24.509999999999998
314,979.15,89.6,24.854999999999997
315,978.95,91.1,24.435000000000002
316,978.8499999999999,93.0,24.18
317,979.3,94.0,24.27
318,979.85,94.85,24.520000000000003
319,980.3,94.85,24.845
320,981.15,92.85,25.95
321,981.5,85.65,28.32
322,981.0999999999999,79.25,29.755000000000003
323,980.45,75.55000000000001,30.695
324,979.75,70.7,32.019999999999996
325,978.65,65.8,33.13
326,977.7,60.75,33.629999999999995
327,976.65,57.900000000000006,33.94
328,975.95,55.55,34.47
329,976.2,60.3,31.795
330,977.15,68.5,29.32
331,979.2,83.1,22.86
332,980.7,93.85,22.45
333,981.9000000000001,93.75,22.595
334,982.75,94.6,22.575
335,982.25,94.44999999999999,22.445
336,981.05,94.75,22.145
337,980.35,95.1,21.975
338,979.65,95.25,22.009999999999998
339,979.4,93.55000000000001,22.07
340,979.9000000000001,93.55000000000001,21.72
341,980.45,95.7,21.34
342,980.8499999999999,96.55000000000001,21.314999999999998
343,981.55,96.25,22.549999999999997
344,982.05,91.4,24.4
345,982.05,83.95,25.975
346,981.65,76.25,28.035
347,981.2,70.0,28.755
348,980.25,63.45,30.13
349,978.8,61.25,31.32
350,977.85,57.95,32.405
351,977.05,55.65,33.43
352,976.8,54.3,33.695
353,977.0,55.349999999999994,32.705
354,977.5999999999999,59.849999999999994,30.9
355,978.5,66.8,29.740000000000002
356,979.0,70.80000000000001,29.375
357,979.3499999999999,70.65,28.84
358,979.8,72.35,28.255000000000003
359,979.95,77.5,27.22
360,979.7,83.15,25.985
361,979.4,85.85,25.455
362,979.1500000000001,87.55,25.415
363,978.95,89.19999999999999,24.97
364,978.9,90.6,24.435000000000002
365,979.4000000000001,91.3,23.905
366,980.2,91.25,23.564999999999998
367,980.9000000000001,89.15,25.22
368,981.95,84.44999999999999,26.395
369,981.75,79.4,28.11
370,981.5,73.80000000000001,29.14
371,980.5999999999999,69.65,30.76
372,979.5999999999999,64.95,32.165
373,978.45,61.15,33.39
374,977.7,58.599999999999994,33.415
375,977.05,57.3,33.615
376,976.5,58.150000000000006,33.68
377,976.1500000000001,61.3,32.32
378,976.65,65.80000000000001,30.67
379,977.9000000000001,69.5,29.095
380,978.35,72.05,28.295
381,979.5,74.8,26.905
382,980.8,76.30000000000001,26.04
383,981.95,89.80000000000001,22.02
384,980.3,92.85,22.634999999999998
385,979.7,94.9,22.455
386,978.55,95.85,22.515
387,978.1,96.6,22.295
388,978.55,96.8,22.259999999999998
389,978.75,97.0,22.119999999999997
390,979.15,96.80000000000001,22.215000000000003
391,980.3,95.55000000000001,23.57
392,980.55,90.19999999999999,26.255000000000003
393,980.9,84.45,27.9
394,981.0,79.45,28.855
395,980.75,75.1,29.560000000000002
396,979.85,70.05,31.03
397,978.5999999999999,64.95,31.634999999999998
398,977.5,61.3,33.405
399,976.95,59.35,32.845
400,976.55,58.65,33.445
401,976.45,60.25,32.510000000000005
402,977.0,66.25,30.47
403,977.7,74.5,29.155
404,978.5999999999999,78.05000000000001,28.555
405,980.0,76.35,24.545
406,980.3,81.85,23.11
407,980.05,86.95,23.03
408,979.95,88.1,22.935000000000002
409,979.4000000000001,89.9,22.619999999999997
410,978.5,91.3,22.37
411,978.1500000000001,93.7,22.405
412,978.35,93.4,22.755000000000003
413,978.6,91.2,22.814999999999998
414,978.95,92.35,22.54
415,979.4000000000001,93.6,23.92
416,979.9,84.75,27.04
417,980.2,75.75,28.515
418,980.0,71.25,29.715000000000003
419,979.4000000000001,68.35,31.18
420,978.55,63.900000000000006,31.985
421,977.3,63.5,32.845
422,976.55,63.05,33.2
423,975.5999999999999,62.85,33.35
424,975.1500000000001,63.25,32.81999999999999
425,975.4000000000001,64.8,31.82
426,975.8,69.65,30.67
427,976.65,73.25,29.705
428,978.05,75.75,28.905
429,978.75,78.55,28.48
430,979.65,81.0,27.96
431,980.3,83.85,26.93
432,979.8,87.15,26.17
433,978.75,90.1,25.67
434,978.3,90.25,25.439999999999998
435,978.05,92.55,24.945
436,978.25,93.6,24.810000000000002
437,978.4,94.65,24.52
438,979.0,95.55000000000001,24.4
439,979.6,94.80000000000001,25.48
440,980.3,89.80000000000001,27.015
441,980.7,84.2,28.505000000000003
442,980.7,79.0,29.32
443,980.45,74.19999999999999,30.28
444,979.75,71.55000000000001,30.950000000000003
445,978.85,68.85,31.5
446,978.0,66.45,32.010000000000005
447,977.6500000000001,64.95,32.125
448,977.45,64.65,32.05
449,977.55,66.15,31.175
450,978.3,71.75,29.815
451,978.9000000000001,77.94999999999999,28.805
452,979.4,81.25,28.25
453,980.1,81.69999999999999,27.665
454,980.4,82.75,27.479999999999997
455,980.6,84.2,26.975
456,980.8,87.65,26.305
457,980.2,90.65,25.759999999999998
458,979.45,92.6,25.255
459,979.1,94.35,24.92
460,979.3,95.1,24.994999999999997
461,979.5,95.3,24.965
462,980.05,95.0,25.09
463,980.6,93.75,25.72
464,981.15,90.85,26.56
465,981.5,86.2,28.59
466,981.1500000000001,79.94999999999999,28.564999999999998
467,980.75,76.95,30.57
468,980.0,70.05,31.27
469,978.9000000000001,67.2,32.135000000000005
470,977.95,63.400000000000006,32.655
471,977.4,60.400000000000006,32.665
472,977.0,63.35,31.73
473,976.8,66.25,31.32
474,977.5,70.3,28.21
475,978.35,71.65,27.54
476,979.4000000000001,74.05,26.880000000000003
477,980.25,77.1,26.365000000000002
478,980.7,80.25,26.39
479,980.75,77.69999999999999,25.525
480,980.15,86.55,24.435000000000002
481,980.1,87.85,24.34
482,979.55,88.55000000000001,24.04
483,978.9000000000001,88.95,23.689999999999998
484,978.45,89.65,23.34
485,978.05,91.6,22.990000000000002
486,978.9000000000001,91.75,23.134999999999998
487,980.0,90.6,24.535
488,980.3,84.6,27.015
489,979.95,78.75,28.97
490,979.8,71.95,30.585
491,979.7,68.05,32.025
492,979.0999999999999,66.0,32.565
493,978.0999999999999,61.75,33.21
494,976.9000000000001,60.2,33.655
495,976.25,59.4,34.03
496,976.25,60.85,33.405
497,976.25,62.150000000000006,31.83
498,976.5999999999999,67.95,30.345
499,977.0,74.4,29.365000000000002
500,977.45,76.85,28.0
501,978.35,77.3,26.939999999999998
502,979.05,78.15,26.72
503,979.3499999999999,80.55,26.405
504,979.1500000000001,83.25,26.035
505,978.8,86.0,24.945
506,978.2,87.4,24.59
507,977.9,87.7,25.020000000000003
508,978.1500000000001,88.75,25.365000000000002
509,978.45,88.3,25.585
510,979.0,88.5,25.25
511,979.75,91.4,25.5
512,980.35,90.15,26.43
513,980.7,87.55000000000001,27.490000000000002
514,980.5,82.3,29.125
515,980.25,79.6,29.63
516,979.45,76.6,31.025
517,978.15,72.1,31.285
518,977.05,67.15,32.665
519,976.15,63.150000000000006,33.105
520,975.0999999999999,61.25,33.325
521,974.7,63.0,31.884999999999998
522,975.1500000000001,67.95,30.509999999999998
523,976.3,72.5,29.435000000000002
524,976.6,76.55000000000001,28.9
525,977.4000000000001,79.15,28.335
526,978.2,79.9,28.26
527,978.65,81.7,27.665
528,978.15,85.8,26.78
529,977.9,89.65,26.08
530,977.65,91.75,25.79
531,977.5,93.15,25.575000000000003
532,977.6,92.44999999999999,25.509999999999998
533,978.05,93.35,25.354999999999997
534,978.65,93.15,25.5
535,979.3499999999999,91.5,26.27
536,980.05,88.25,27.259999999999998
537,980.3499999999999,84.5,28.38
538,980.05,79.55000000000001,29.83
539,979.7,73.5,31.23
540,978.75,69.35,32.355000000000004
541,977.45,66.15,33.06
542,976.5,63.45,34.205
543,975.65,61.25,34.43
544,975.25,61.25,33.394999999999996
545,976.55,70.25,28.950000000000003
546,978.8499999999999,87.85,24.655
547,980.1500000000001,87.3,24.74
548,980.05,90.80000000000001,23.93
549,980.5,94.0,23.725
550,981.7,94.95,23.509999999999998
551,981.55,95.55000000000001,23.305
552,980.75,95.75,23.195
553,979.8,96.4,23.049999999999997
554,978.65,96.80000000000001,23.005
555,977.55,97.05,22.835
556,978.15,97.15,22.689999999999998
557,979.15,97.94999999999999,22.395
558,980.05,98.45,22.595
559,980.35,98.25,23.32
560,981.45,96.15,25.08
561,981.45,84.95,27.384999999999998
562,981.05,76.4,29.03
563,980.95,72.05000000000001,30.634999999999998
564,980.2,66.95,32.075
565,979.25,64.25,32.795
566,978.5,64.75,32.45
567,978.0,62.3,33.67
568,977.35,62.349999999999994,33.21
569,977.3,63.599999999999994,32.395
570,978.1500000000001,69.4,30.455
571,979.55,79.30000000000001,25.945
572,980.45,88.35,25.15
573,981.9000000000001,87.45,24.005
574,983.15,89.15,23.725
575,983.2,89.35,23.795
576,982.85,90.3,23.435000000000002
577,981.75,94.30000000000001,23.23
578,981.0,95.2,23.1
579,980.1500000000001,95.55,22.86
580,980.7,95.55,22.785
581,981.15,96.19999999999999,22.57
582,981.4,96.5,22.575
583,981.9,95.8,24.205
584,982.5,89.69999999999999,26.43
585,982.8,84.1,28.405
586,982.6,78.5,30.17
587,982.05,73.5,30.950000000000003
588,981.0999999999999,68.75,31.825000000000003
589,980.05,67.75,32.485
590,979.0999999999999,65.15,33.105000000000004
591,978.05,62.9,33.68
592,977.55,65.5,31.75
593,977.55,74.35,29.47
594,978.0,75.0,29.14
595,978.6,79.9,27.89
596,979.85,81.1,26.575
597,980.5,83.30000000000001,26.355
598,980.85,84.8,26.145
599,980.95,86.75,26.034999999999997
600,980.55,88.65,25.79
601,979.8,88.1,26.07
602,979.3,90.6,25.585
603,979.2,92.35,25.229999999999997
604,979.65,93.95,24.895
605,980.15,95.0,24.52
606,980.55,96.30000000000001,23.955
607,980.8,96.15,25.47
608,981.35,86.6,28.275
609,981.6,77.1,29.79
610,981.15,74.25,30.52
611,980.65,73.15,31.18
612,979.9000000000001,67.75,32.86
613,978.9000000000001,65.4,32.975
614,977.85,65.55,32.845
615,977.0,66.6,32.615
616,976.55,65.35,32.95
617,976.7,77.45,25.045
618,977.3,93.4,24.605
619,978.5,93.80000000000001,25.16
620,979.1,94.55000000000001,25.295
621,980.05,93.15,25.195
622,981.85,94.15,23.1
623,981.05,97.15,21.47
624,980.5,97.19999999999999,22.060000000000002
625,979.3,97.45,22.155
626,978.0999999999999,98.1,22.14
627,978.05,98.25,22.310000000000002
628,978.25,98.25,22.275
629,978.55,98.4,22.295
630,979.1,98.55,22.380000000000003
631,979.75,98.5,23.145
632,980.85,97.05,24.424999999999997
633,981.3499999999999,91.65,26.15
634,981.0,87.9,26.805
635,980.4,83.3,29.57
636,979.65,75.0,31.23
637,978.5,70.95,32.035
638,977.65,67.45,32.86
639,977.1500000000001,69.2,32.68
640,976.9,70.8,31.535
641,977.1,74.2,30.575
642,977.55,80.44999999999999,28.655
643,978.3,83.65,27.91
644,979.0999999999999,85.44999999999999,27.48
645,980.0,86.55000000000001,27.145000000000003
646,980.4,87.95,26.755
647,980.6500000000001,88.9,26.475
648,980.4000000000001,89.95,26.07
649,979.95,91.44999999999999,25.745
650,979.55,93.0,25.54
651,979.05,93.94999999999999,25.305
652,978.95,94.65,24.835
653,979.3499999999999,95.2,24.615
654,979.55,95.8,24.46
655,980.15,94.85,26.16
